1 ID:-1 Name:'ActionTableStandin' ContextID:-1 ContextName:'undefined' NumActionItems:6
	1 ID:26727 Desc:'Missing: 0' Cat:'Missing: 0' BtnTxt:'Missing: 0' MnuTxt:'Missing: 0'
	8 ID:40484 Desc:'Revert to Startup UI' Cat:'Customize User Interface' BtnTxt:'&Revert to Startup UI Layout' MnuTxt:'&Revert to Startup UI Layout'
	9 ID:63446 Desc:'Show Floating Dialogs' Cat:'Views' BtnTxt:'Show Floating Dialogs' MnuTxt:'Show Floating Dialogs'
	10 ID:470 Desc:'Selection/Preview Highlights Toggle' Cat:'Views' BtnTxt:'Selection/Preview Highlights Toggle' MnuTxt:'Selection/Preview Highlights Toggle'
	11 ID:63562 Desc:'Preview Highlight Overlays Toggle' Cat:'Views' BtnTxt:'Preview Highlight Overlays Toggle' MnuTxt:'Preview Highlight Overlays Toggle'
	12 ID:63563 Desc:'Preview Highlight Outlines Toggle' Cat:'Views' BtnTxt:'Preview Highlight Outlines Toggle' MnuTxt:'Preview Highlight Outlines Toggle'
	13 ID:63564 Desc:'Selection Highlight Overlays Toggle' Cat:'Views' BtnTxt:'Selection Highlight Overlays Toggle' MnuTxt:'Selection Highlight Overlays Toggle'
	14 ID:63565 Desc:'Selection Highlight Outlines Toggle' Cat:'Views' BtnTxt:'Selection Highlight Outlines Toggle' MnuTxt:'Selection Highlight Outlines Toggle'
	15 ID:40485 Desc:'Customize Toolbars' Cat:'Customize User Interface' BtnTxt:'Customize &Toolbars...' MnuTxt:'Customize &Toolbars...'
	16 ID:40374 Desc:'File Properties' Cat:'File' BtnTxt:'&Properties...' MnuTxt:'&Properties...'
	17 ID:40213 Desc:'Clone' Cat:'Edit' BtnTxt:'&Clone' MnuTxt:'&Clone'
	18 ID:40020 Desc:'Delete Objects' Cat:'Edit' BtnTxt:'&Delete' MnuTxt:'&Delete'
	19 ID:40131 Desc:'Select by Window' Cat:'Edit' BtnTxt:'&Window' MnuTxt:'&Window'
	20 ID:40132 Desc:'Select by Crossing' Cat:'Edit' BtnTxt:'&Crossing' MnuTxt:'&Crossing'
	21 ID:40092 Desc:'Edit Named Selections' Cat:'Edit' BtnTxt:'&Edit Named Selections...' MnuTxt:'&Edit Named Selections...'
	22 ID:40313 Desc:'Show Ghosting Toggle' Cat:'Views' BtnTxt:'Sh&ow Ghosting' MnuTxt:'Sh&ow Ghosting'
	23 ID:40276 Desc:'Show Key Times Toggle' Cat:'Views' BtnTxt:'Show Key &Times' MnuTxt:'Show Key &Times'
	24 ID:63510 Desc:'Standard Display' Cat:'Views' BtnTxt:'Standard Display' MnuTxt:'Standard Display'
	25 ID:63508 Desc:'Standard Display with Maps' Cat:'Views' BtnTxt:'Standard Display with Maps' MnuTxt:'Standard Display with Maps'
	26 ID:63511 Desc:'Hardware Display' Cat:'Views' BtnTxt:'Hardware Display' MnuTxt:'Hardware Display'
	27 ID:63509 Desc:'Hardware Display with Maps' Cat:'Views' BtnTxt:'Hardware Display with Maps' MnuTxt:'Hardware Display with Maps'
	28 ID:63544 Desc:'Viewport Materials Display as Shaded' Cat:'Views' BtnTxt:'Shaded Materials without Maps' MnuTxt:'Shaded Materials without Maps'
	29 ID:63545 Desc:'Viewport Materials Display as Shaded with Maps' Cat:'Views' BtnTxt:'Shaded Materials with Maps' MnuTxt:'Shaded Materials with Maps'
	30 ID:63546 Desc:'Viewport Materials Display as Realistic' Cat:'Views' BtnTxt:'Realistic Materials without Maps' MnuTxt:'Realistic Materials without Maps'
	31 ID:63547 Desc:'Viewport Materials Display as Realistic with Maps' Cat:'Views' BtnTxt:'Realistic Materials with Maps' MnuTxt:'Realistic Materials with Maps'
	32 ID:40367 Desc:'Render Effects' Cat:'Render' BtnTxt:'E&ffects...' MnuTxt:'E&ffects...'
	33 ID:40278 Desc:'New Track View' Cat:'Track View' BtnTxt:'&New Track View' MnuTxt:'&New Track View'
	34 ID:40279 Desc:'Delete Track View' Cat:'Track View' BtnTxt:'&Delete Track View...' MnuTxt:'&Delete Track View...'
	35 ID:40036 Desc:'3ds Max Help' Cat:'Help' BtnTxt:'&Autodesk 3ds Max Help...' MnuTxt:'&Autodesk 3ds Max Help...'
	36 ID:63512 Desc:'What's New' Cat:'Help' BtnTxt:'What's New...' MnuTxt:'What's New...'
	37 ID:606 Desc:'Essential Skills Movies' Cat:'Help' BtnTxt:'Essential Skills Movies...' MnuTxt:'Essential Skills Movies...'
	38 ID:40366 Desc:'MAXScript Reference' Cat:'Help' BtnTxt:'&MAXScript Reference...' MnuTxt:'&MAXScript Reference...'
	39 ID:40218 Desc:'Additional Help' Cat:'Help' BtnTxt:'&Additional Help...' MnuTxt:'&Additional Help...'
	40 ID:412 Desc:'Show Floating Toolbars Toggle' Cat:'Tools' BtnTxt:'Show Floating Toolbars Toggle' MnuTxt:'Show Floating Toolbars Toggle'
	41 ID:408 Desc:'Show Command Panel Toggle' Cat:'Tools' BtnTxt:'Show Command Panel Toggle' MnuTxt:'Show Command Panel Toggle'
	42 ID:411 Desc:'Show Main Toolbar Toggle' Cat:'Tools' BtnTxt:'Show Main Toolbar Toggle' MnuTxt:'Show Main Toolbar Toggle'
	43 ID:409 Desc:'Lock User Interface Toggle' Cat:'Tools' BtnTxt:'Loc&k UI Layout' MnuTxt:'Loc&k UI Layout'
	44 ID:40370 Desc:'Load Custom UI' Cat:'Customize User Interface' BtnTxt:'&Load Custom UI...' MnuTxt:'&Load Custom UI...'
	45 ID:40371 Desc:'Save Custom UI' Cat:'Customize User Interface' BtnTxt:'Save Custom UI' MnuTxt:'Save Custom UI'
	46 ID:40372 Desc:'Save Custom UI As' Cat:'Customize User Interface' BtnTxt:'Save Custom UI &As...' MnuTxt:'Save Custom UI &As...'
	47 ID:377 Desc:'Ignore Extents Toggle' Cat:'Tools' BtnTxt:'Ignore Extents Toggle' MnuTxt:'Ignore Extents Toggle'
	48 ID:376 Desc:'Cross Hair Cursor Toggle' Cat:'Tools' BtnTxt:'Cross Hair Cursor Toggle' MnuTxt:'Cross Hair Cursor Toggle'
	49 ID:375 Desc:'Disable Scene Redraw Toggle' Cat:'Tools' BtnTxt:'Disable Scene Redraw Toggle' MnuTxt:'Disable Scene Redraw Toggle'
	50 ID:369 Desc:'View Edged Faces Toggle' Cat:'Views' BtnTxt:'View Edged Faces Toggle' MnuTxt:'View Edged Faces Toggle'
	51 ID:63566 Desc:'Default Shading' Cat:'Views' BtnTxt:'Default Shading' MnuTxt:'Default Shading'
	52 ID:63567 Desc:'Advanced Material' Cat:'Views' BtnTxt:'Advanced Material' MnuTxt:'Advanced Material'
	53 ID:63568 Desc:'Basic Material' Cat:'Views' BtnTxt:'Basic Material' MnuTxt:'Basic Material'
	54 ID:63570 Desc:'Material Editor Setting' Cat:'Views' BtnTxt:'Material Editor Setting' MnuTxt:'Material Editor Setting'
	55 ID:63571 Desc:'Override with Rendering Setting' Cat:'Views' BtnTxt:'Override with Rendering Setting' MnuTxt:'Override with Rendering Setting'
	56 ID:63572 Desc:'Override with Fast Shader' Cat:'Views' BtnTxt:'Override with Fast Shader' MnuTxt:'Override with Fast Shader'
	57 ID:63573 Desc:'Override with UV Checker' Cat:'Views' BtnTxt:'Override with UV Checker' MnuTxt:'Override with UV Checker'
	58 ID:63574 Desc:'Override Off' Cat:'Views' BtnTxt:'Override Off' MnuTxt:'Override Off'
	59 ID:63575 Desc:'Basic' Cat:'Views' BtnTxt:'Basic' MnuTxt:'Basic'
	60 ID:63576 Desc:'Advanced' Cat:'Views' BtnTxt:'Advanced' MnuTxt:'Advanced'
	61 ID:63577 Desc:'DX' Cat:'Views' BtnTxt:'DX' MnuTxt:'DX'
	62 ID:40265 Desc:'Display Floater Toggle' Cat:'Edit' BtnTxt:'&Display Floater...' MnuTxt:'&Display Floater...'
	63 ID:40266 Desc:'Selection Floater' Cat:'Selection' BtnTxt:'&Selection Floater...' MnuTxt:'&Selection Floater...' Icon:[SelectByName,0] 
	64 ID:40312 Desc:'Material/Map Browser Toggle' Cat:'Tools' BtnTxt:'Material/Map &Browser...' MnuTxt:'Material/Map &Browser...'
	65 ID:40472 Desc:'MAXScript Listener' Cat:'MAX Script' BtnTxt:'MAXScript &Listener...' MnuTxt:'MAXScript &Listener...'
	66 ID:40839 Desc:'MAXScript Editor' Cat:'MAX Script' BtnTxt:'MAXScript &Editor...' MnuTxt:'MAXScript &Editor...'
	67 ID:40468 Desc:'Open Script' Cat:'MAX Script' BtnTxt:'&Open Script...' MnuTxt:'&Open Script...'
	68 ID:40469 Desc:'New Script' Cat:'MAX Script' BtnTxt:'&New Script' MnuTxt:'&New Script'
	69 ID:40470 Desc:'Run Script' Cat:'MAX Script' BtnTxt:'&Run Script...' MnuTxt:'&Run Script...'
	70 ID:40471 Desc:'Macro Recorder Toggle' Cat:'MAX Script' BtnTxt:'&Macro Recorder' MnuTxt:'&Macro Recorder'
	71 ID:576 Desc:'Debugger Dialog' Cat:'MAX Script' BtnTxt:'&Debugger Dialog...' MnuTxt:'&Debugger Dialog...'
	72 ID:364 Desc:'Virtual Viewport Pan Left' Cat:'Tools' BtnTxt:'Virtual Viewport Pan Left' MnuTxt:'Virtual Viewport Pan Left'
	73 ID:365 Desc:'Virtual Viewport Pan Right' Cat:'Tools' BtnTxt:'Virtual Viewport Pan Right' MnuTxt:'Virtual Viewport Pan Right'
	74 ID:362 Desc:'Virtual Viewport Pan Up' Cat:'Tools' BtnTxt:'Virtual Viewport Pan Up' MnuTxt:'Virtual Viewport Pan Up'
	75 ID:363 Desc:'Virtual Viewport Pan Down' Cat:'Tools' BtnTxt:'Virtual Viewport Pan Down' MnuTxt:'Virtual Viewport Pan Down'
	76 ID:367 Desc:'Virtual Viewport Zoom In' Cat:'Tools' BtnTxt:'Virtual Viewport Zoom In' MnuTxt:'Virtual Viewport Zoom In'
	77 ID:366 Desc:'Virtual Viewport Zoom Out' Cat:'Tools' BtnTxt:'Virtual Viewport Zoom Out' MnuTxt:'Virtual Viewport Zoom Out'
	78 ID:368 Desc:'Virtual Viewport Toggle' Cat:'Tools' BtnTxt:'Virtual Viewport Toggle' MnuTxt:'Virtual Viewport Toggle'
	79 ID:349 Desc:'Controller Defaults Dialog' Cat:'Tools' BtnTxt:'Controller Defaults Dialog' MnuTxt:'Controller Defaults Dialog'
	80 ID:344 Desc:'Hide by Name' Cat:'Tools' BtnTxt:'Hide by Name' MnuTxt:'Hide by Name'
	81 ID:345 Desc:'Hide by Hit' Cat:'Tools' BtnTxt:'Hide by Hit' MnuTxt:'Hide by Hit'
	82 ID:346 Desc:'Freeze by Name' Cat:'Tools' BtnTxt:'Freeze by Name' MnuTxt:'Freeze by Name'
	83 ID:347 Desc:'Freeze by Hit' Cat:'Tools' BtnTxt:'Freeze by Hit' MnuTxt:'Freeze by Hit'
	84 ID:342 Desc:'Show Background Toggle' Cat:'Tools' BtnTxt:'Show Background Toggle' MnuTxt:'Show Background Toggle'
	85 ID:617 Desc:'Use Gradient Colors Toggle' Cat:'Tools' BtnTxt:'Use Gradient Colors Toggle' MnuTxt:'Use Gradient Colors Toggle'
	86 ID:618 Desc:'Use Solid Colors Toggle' Cat:'Tools' BtnTxt:'Use Solid Colors Toggle' MnuTxt:'Use Solid Colors Toggle'
	87 ID:619 Desc:'Use Environment Background Toggle' Cat:'Tools' BtnTxt:'Use Environment Background Toggle' MnuTxt:'Use Environment Background Toggle'
	88 ID:620 Desc:'Use Files Toggle' Cat:'Tools' BtnTxt:'Use Files Toggle' MnuTxt:'Use Files Toggle'
	89 ID:343 Desc:'Background Lock Toggle' Cat:'Tools' BtnTxt:'Background Lock Toggle' MnuTxt:'Background Lock Toggle'
	90 ID:40321 Desc:'Update Background Image' Cat:'Views' BtnTxt:'Update Background &Image' MnuTxt:'Update Background &Image'
	91 ID:40337 Desc:'Reset Background Transform' Cat:'Views' BtnTxt:'Reset Background Trans&form' MnuTxt:'Reset Background Trans&form'
	92 ID:40379 Desc:'Add Default Lights to Scene' Cat:'Views' BtnTxt:'Add Default &Lights to Scene' MnuTxt:'Add Default &Lights to Scene'
	93 ID:341 Desc:'Time Slider Capture Toggle' Cat:'Tools' BtnTxt:'Time Slider Capture Toggle' MnuTxt:'Time Slider Capture Toggle'
	94 ID:335 Desc:'Wireframe / Smooth+Highlights All Toggle' Cat:'Views' BtnTxt:'Wireframe / Smooth+Highlights All Toggle' MnuTxt:'Wireframe / Smooth+Highlights All Toggle'
	95 ID:336 Desc:'Wireframe / Facet All Toggle' Cat:'Views' BtnTxt:'Wireframe / Facet All Toggle' MnuTxt:'Wireframe / Facet All Toggle'
	96 ID:40249 Desc:'Match Camera to View' Cat:'Views' BtnTxt:'&Match Camera to View' MnuTxt:'&Match Camera to View'
	97 ID:40264 Desc:'Expert Mode Toggle' Cat:'Views' BtnTxt:'&Expert Mode' MnuTxt:'&Expert Mode'
	98 ID:339 Desc:'SMPTE / Frames Toggle' Cat:'Tools' BtnTxt:'SMPTE / Frames Toggle' MnuTxt:'SMPTE / Frames Toggle'
	99 ID:340 Desc:'Show All Grids Toggle' Cat:'Tools' BtnTxt:'Show All Grids Toggle' MnuTxt:'Show All Grids Toggle'
	100 ID:101 Desc:'Show Viewport Tooltips Toggle' Cat:'Views' BtnTxt:'Show Viewport Tooltips Toggle' MnuTxt:'Show Viewport Tooltips Toggle'
	101 ID:333 Desc:'Edit Modifier Stack' Cat:'Tools' BtnTxt:'Edit Modifier Stack' MnuTxt:'Edit Modifier Stack'
	102 ID:332 Desc:'Display Edges Only Toggle' Cat:'Tools' BtnTxt:'Display Edges Only Toggle' MnuTxt:'Display Edges Only Toggle'
	103 ID:334 Desc:'Display Vertex Ticks Toggle' Cat:'Tools' BtnTxt:'Display Vertex Ticks Toggle' MnuTxt:'Display Vertex Ticks Toggle'
	104 ID:59228 Desc:'Sub-object Menu' Cat:'Tools' BtnTxt:'Sub-object Menu' MnuTxt:'Sub-object Menu'
	105 ID:40029 Desc:'Environment Dialog Toggle' Cat:'Render' BtnTxt:'&Environment...' MnuTxt:'&Environment...'
	106 ID:40227 Desc:'Save Active View' Cat:'Views' BtnTxt:'Save Active View' MnuTxt:'&Save Active Perspective View'
	107 ID:40228 Desc:'Restore Active View' Cat:'Views' BtnTxt:'Restore Active View' MnuTxt:'Restore &Active Perspective View'
	108 ID:40139 Desc:'Show Dependencies' Cat:'Views' BtnTxt:'Sho&w Dependencies' MnuTxt:'Sho&w Dependencies'
	109 ID:40011 Desc:'Export File' Cat:'File' BtnTxt:'&Export...' MnuTxt:'&Export...'
	110 ID:40488 Desc:'Game Exporter' Cat:'File' BtnTxt:'Game Exporter...' MnuTxt:'Game Exporter...'
	111 ID:40219 Desc:'Place Highlight' Cat:'Edit' BtnTxt:'Place &Highlight' MnuTxt:'Place &Highlight' Icon:[PlaceHighlight,0] 
	112 ID:40220 Desc:'Snapshot' Cat:'Edit' BtnTxt:'Sna&pshot' MnuTxt:'Sna&pshot' Icon:[Maintoolbar,55] 
	113 ID:202 Desc:'Window / Crossing Toggle' Cat:'Tools' BtnTxt:'Window / Crossing Toggle' MnuTxt:'Window / Crossing Toggle' Icon:[WindowCrossing,0] 
	114 ID:40047 Desc:'Summary Info' Cat:'File' BtnTxt:'S&ummary Info...' MnuTxt:'S&ummary Info...'
	115 ID:40005 Desc:'Reset File' Cat:'File' BtnTxt:'&Reset' MnuTxt:'&Reset'
	116 ID:329 Desc:'Time Configuration' Cat:'Tools' BtnTxt:'Time Configuration' MnuTxt:'Time Configuration' Icon:[VCRControls,19] 
	117 ID:327 Desc:'Unfreeze by Hit' Cat:'Tools' BtnTxt:'Unfreeze by Hit' MnuTxt:'Unfreeze by Hit'
	118 ID:326 Desc:'Viewport Box Mode Toggle' Cat:'Tools' BtnTxt:'Viewport Box Mode Toggle' MnuTxt:'Viewport Box Mode Toggle'
	119 ID:325 Desc:'Cycle Selection Method' Cat:'Tools' BtnTxt:'Cycle Selection Method' MnuTxt:'Cycle Selection Method'
	120 ID:324 Desc:'Zoom Out 2X All' Cat:'Tools' BtnTxt:'Zoom Out 2X All' MnuTxt:'Zoom Out 2X All'
	121 ID:323 Desc:'Zoom In 2X All' Cat:'Tools' BtnTxt:'Zoom In 2X All' MnuTxt:'Zoom In 2X All'
	122 ID:320 Desc:'Zoom Viewport Out' Cat:'Tools' BtnTxt:'Zoom Viewport Out' MnuTxt:'Zoom Viewport Out'
	123 ID:321 Desc:'Zoom Viewport In' Cat:'Tools' BtnTxt:'Zoom Viewport In' MnuTxt:'Zoom Viewport In'
	124 ID:322 Desc:'Pan Viewport' Cat:'Tools' BtnTxt:'Pan Viewport' MnuTxt:'Pan Viewport'
	125 ID:319 Desc:'Show Last Rendering' Cat:'Render' BtnTxt:'&Show Last Rendering' MnuTxt:'&Show Last Rendering'
	126 ID:348 Desc:'Rendered Frame Window' Cat:'Render' BtnTxt:'Rendered Frame &Window...' MnuTxt:'Rendered Frame &Window...' Icon:[RenderedFrameWindow,0] 
	127 ID:318 Desc:'Apply Inverse Kinematics' Cat:'Tools' BtnTxt:'Apply Inverse Kinematics' MnuTxt:'Apply Inverse Kinematics'
	128 ID:313 Desc:'Inverse Kinematics Mode Toggle' Cat:'Tools' BtnTxt:'Inverse Kinematics Mode Toggle' MnuTxt:'Inverse Kinematics Mode Toggle'
	129 ID:315 Desc:'Next/Previous Key Mode Toggle' Cat:'Tools' BtnTxt:'Next/Previous Key Mode Toggle' MnuTxt:'Next/Previous Key Mode Toggle'
	130 ID:40212 Desc:'Viewport Selection Shade Selected Objects Toggle' Cat:'Views' BtnTxt:'S&hade Selected' MnuTxt:'S&hade Selected'
	131 ID:40608 Desc:'Viewport Selection Display Selected With Edges Faces Toggle' Cat:'Views' BtnTxt:'Viewport Selection Display Selected With Edges Faces Toggle' MnuTxt:'Viewport Selection Display Selected With Edges Faces Toggle'
	132 ID:40109 Desc:'Select By Color' Cat:'Edit' BtnTxt:'&Color' MnuTxt:'&Color'
	133 ID:310 Desc:'Zoom Extents Selected' Cat:'Tools' BtnTxt:'Zoom Extents Selected' MnuTxt:'Zoom Extents Selected' Icon:[ViewportNavigationControls,7] 
	134 ID:311 Desc:'Zoom Extents All Selected' Cat:'Tools' BtnTxt:'Zoom Extents All Selected' MnuTxt:'Zoom Extents All Selected' Icon:[ViewportNavigationControls,11] 
	135 ID:300 Desc:'Create Command Mode' Cat:'Tools' BtnTxt:'Create Command Mode' MnuTxt:'Create Command Mode'
	136 ID:301 Desc:'Modify Command Mode' Cat:'Tools' BtnTxt:'Modify Command Mode' MnuTxt:'Modify Command Mode'
	137 ID:302 Desc:'Hierarchy Command Mode' Cat:'Tools' BtnTxt:'Hierarchy Command Mode' MnuTxt:'Hierarchy Command Mode'
	138 ID:303 Desc:'Motion Command Mode' Cat:'Tools' BtnTxt:'Motion Command Mode' MnuTxt:'Motion Command Mode'
	139 ID:304 Desc:'Display Command Mode' Cat:'Tools' BtnTxt:'Display Command Mode' MnuTxt:'Display Command Mode'
	140 ID:305 Desc:'Utility Command Mode' Cat:'Tools' BtnTxt:'Utility Command Mode' MnuTxt:'Utility Command Mode'
	141 ID:306 Desc:'Texture Correction' Cat:'Tools' BtnTxt:'Texture Correction' MnuTxt:'Texture Correction'
	142 ID:297 Desc:'Zoom Out 2X' Cat:'Tools' BtnTxt:'Zoom Out 2X' MnuTxt:'Zoom Out 2X'
	143 ID:298 Desc:'Zoom In 2X' Cat:'Tools' BtnTxt:'Zoom In 2X' MnuTxt:'Zoom In 2X'
	144 ID:299 Desc:'Viewport Lighting Illuminate with Default / Scene Lights Toggle' Cat:'Tools' BtnTxt:'Viewport Lighting Illuminate with Default / Scene Lights Toggle' MnuTxt:'Viewport Lighting Illuminate with Default / Scene Lights Toggle'
	145 ID:40215 Desc:'Shape Viewport' Cat:'Views' BtnTxt:'Shape Viewport' MnuTxt:'Shape Viewport'
	146 ID:40146 Desc:'Group Attach' Cat:'Groups' BtnTxt:'&Attach' MnuTxt:'&Attach'
	147 ID:40145 Desc:'Group Explode' Cat:'Groups' BtnTxt:'&Explode' MnuTxt:'&Explode'
	148 ID:40144 Desc:'Group Detach' Cat:'Groups' BtnTxt:'&Detach' MnuTxt:'&Detach'
	149 ID:295 Desc:'Previous Modifier' Cat:'Tools' BtnTxt:'Previous Modifier' MnuTxt:'Previous Modifier'
	150 ID:296 Desc:'Next Modifier' Cat:'Tools' BtnTxt:'Next Modifier' MnuTxt:'Next Modifier'
	151 ID:286 Desc:'Save Incremental (+)' Cat:'File' BtnTxt:'Save Incremental (+)' MnuTxt:'Save Incremental (+)'
	152 ID:40086 Desc:'View File' Cat:'File' BtnTxt:'&View File...' MnuTxt:'&View File...'
	153 ID:284 Desc:'Unhide by Name' Cat:'Tools' BtnTxt:'Unhide by Name' MnuTxt:'Unhide by Name'
	154 ID:285 Desc:'Unfreeze by Name' Cat:'Tools' BtnTxt:'Unfreeze by Name' MnuTxt:'Unfreeze by Name'
	155 ID:197 Desc:'Isolate Selection' Cat:'Tools' BtnTxt:'Isolate Selection' MnuTxt:'Isolate Selection' Icon:[IsolateSelection,1] 
	156 ID:261 Desc:'End Isolate' Cat:'Tools' BtnTxt:'End Isolate' MnuTxt:'End Isolate'
	157 ID:262 Desc:'Zoom Extents On Isolate' Cat:'Tools' BtnTxt:'Zoom Extents On Isolate' MnuTxt:'Zoom Extents On Isolate'
	158 ID:268 Desc:'Isolate Selection Toggle' Cat:'Tools' BtnTxt:'Isolate Selection Toggle' MnuTxt:'Isolate Selection Toggle'
	159 ID:281 Desc:'Hide Unselected' Cat:'Tools' BtnTxt:'Hide Unselected' MnuTxt:'Hide Unselected'
	160 ID:282 Desc:'Freeze Unselected' Cat:'Tools' BtnTxt:'Freeze Unselected' MnuTxt:'Freeze Unselected'
	161 ID:283 Desc:'Unfreeze All' Cat:'Tools' BtnTxt:'Unfreeze All' MnuTxt:'Unfreeze All'
	162 ID:272 Desc:'Wireframe / Smooth+Highlights Toggle' Cat:'Views' BtnTxt:'Wireframe / Smooth+Highlights Toggle' MnuTxt:'Wireframe / Smooth+Highlights Toggle'
	163 ID:415 Desc:'Viewport Visual Style Wireframe / Shaded Toggle' Cat:'Views' BtnTxt:'Viewport Visual Style Wireframe / Shaded Toggle' MnuTxt:'Viewport Visual Style Wireframe / Shaded Toggle'
	164 ID:273 Desc:'Wireframe / Facet Shading Toggle' Cat:'Views' BtnTxt:'Wireframe / Facet Shading Toggle' MnuTxt:'Wireframe / Facet Shading Toggle'
	165 ID:274 Desc:'Box Mode Selected Toggle' Cat:'Tools' BtnTxt:'Box Mode Selected Toggle' MnuTxt:'Box Mode Selected Toggle'
	166 ID:275 Desc:'Backface Cull Toggle' Cat:'Tools' BtnTxt:'Backface Cull Toggle' MnuTxt:'Backface Cull Toggle'
	167 ID:276 Desc:'Show Motion Paths' Cat:'Tools' BtnTxt:'Show Motion Paths' MnuTxt:'Show Motion Paths'
	168 ID:277 Desc:'Unhide All' Cat:'Tools' BtnTxt:'Unhide All' MnuTxt:'Unhide All'
	169 ID:278 Desc:'Scale Cycle' Cat:'Tools' BtnTxt:'Scale Cycle' MnuTxt:'Scale Cycle'
	170 ID:50132 Desc:'Placement Mode Cycle' Cat:'Tools' BtnTxt:'Placement Mode Cycle' MnuTxt:'Placement Mode Cycle'
	171 ID:279 Desc:'IK Terminator Toggle' Cat:'Tools' BtnTxt:'IK Terminator Toggle' MnuTxt:'IK Terminator Toggle'
	172 ID:60010 Desc:'Render SetUp...' Cat:'Render' BtnTxt:'&Render Setup...' MnuTxt:'&Render Setup...' Icon:[RenderSetup,0] 
	173 ID:50030 Desc:'Render Last' Cat:'Render' BtnTxt:'Render Last' MnuTxt:'Render Last' Icon:[Maintoolbar,69] 
	174 ID:50031 Desc:'Render' Cat:'Render' BtnTxt:'Render' MnuTxt:'Render'
	175 ID:59241 Desc:'Edit Render Region' Cat:'Render' BtnTxt:'Edit Render Region' MnuTxt:'Edit Render Region'
	176 ID:59242 Desc:'Lock Render to this View' Cat:'Render' BtnTxt:'Lock Render to this View' MnuTxt:'Lock Render to this View'
	177 ID:59243 Desc:'Render Production' Cat:'Render' BtnTxt:'Render Production' MnuTxt:'Render Production' Icon:[RenderProduction,0] 
	178 ID:59244 Desc:'Render Iterative' Cat:'Render' BtnTxt:'Render Iterative' MnuTxt:'Render Iterative' Icon:[RenderIterative,0] 
	179 ID:40701 Desc:'ActiveShade Floater' Cat:'Render' BtnTxt:'ActiveShade Floater' MnuTxt:'ActiveShade Floater' Icon:[RenderActiveShade,0] 
	180 ID:227 Desc:'Nudge Grid Up' Cat:'Tools' BtnTxt:'Nudge Grid Up' MnuTxt:'Nudge Grid Up'
	181 ID:271 Desc:'Nudge Grid Down' Cat:'Tools' BtnTxt:'Nudge Grid Down' MnuTxt:'Nudge Grid Down'
	182 ID:226 Desc:'Sub-object Level Cycle' Cat:'Tools' BtnTxt:'Sub-object Level Cycle' MnuTxt:'Sub-object Level Cycle'
	183 ID:223 Desc:'Hide Selection' Cat:'Tools' BtnTxt:'Hide Selection' MnuTxt:'Hide Selection'
	184 ID:224 Desc:'Freeze Selection' Cat:'Tools' BtnTxt:'Freeze Selection' MnuTxt:'Freeze Selection'
	185 ID:40210 Desc:'Mirror' Cat:'Edit' BtnTxt:'&Mirror' MnuTxt:'&Mirror' Icon:[Mirror,0] 
	186 ID:40114 Desc:'Array' Cat:'Edit' BtnTxt:'&Array...' MnuTxt:'&Array...' Icon:[Maintoolbar,53] 
	187 ID:40013 Desc:'Exit 3ds Max' Cat:'File' BtnTxt:'E&xit' MnuTxt:'E&xit'
	188 ID:40113 Desc:'Align' Cat:'Edit' BtnTxt:'Ali&gn...' MnuTxt:'Ali&gn...' Icon:[Align,0] 
	189 ID:413 Desc:'Align Camera' Cat:'Tools' BtnTxt:'Align &Camera' MnuTxt:'Align &Camera' Icon:[AlignCamera,0] 
	190 ID:414 Desc:'Align to View' Cat:'Tools' BtnTxt:'Align to &View...' MnuTxt:'Align to &View...' Icon:[AlignToView,0] 
	191 ID:40211 Desc:'Normal Align ' Cat:'Edit' BtnTxt:'&Normal Align...' MnuTxt:'&Normal Align...' Icon:[NormalAlign,0] 
	192 ID:49 Desc:'Quick Align' Cat:'Tools' BtnTxt:'Quick Align' MnuTxt:'Quick Align' Icon:[QuickAlign,0] 
	193 ID:40907 Desc:'Clone and Align Tool' Cat:'Tools' BtnTxt:'Clone and Align ...' MnuTxt:'Clone and Align ...' Icon:[MainToolbar,100] 
	194 ID:40087 Desc:'Hold' Cat:'Edit' BtnTxt:'&Hold' MnuTxt:'&Hold'
	195 ID:40088 Desc:'Fetch' Cat:'Edit' BtnTxt:'&Fetch' MnuTxt:'&Fetch'
	196 ID:219 Desc:'Viewport Safeframes Toggle' Cat:'Tools' BtnTxt:'Viewport Safeframes Toggle' MnuTxt:'Viewport Safeframes Toggle'
	197 ID:40829 Desc:'Show Statistics Toggle' Cat:'Tools' BtnTxt:'Show Statistics Toggle' MnuTxt:'Show Statistics Toggle'
	198 ID:40195 Desc:'Merge File' Cat:'File' BtnTxt:'&Merge...' MnuTxt:'&Merge...'
	199 ID:50020 Desc:'Backup Time One Unit' Cat:'Time' BtnTxt:'Backup Time One Unit' MnuTxt:'Backup Time One Unit' Icon:[VCRControls,3] 
	200 ID:50022 Desc:'Forward Time One Unit' Cat:'Time' BtnTxt:'Forward Time One Unit' MnuTxt:'Forward Time One Unit' Icon:[VCRControls,11] 
	201 ID:50021 Desc:'Play Animation' Cat:'Time' BtnTxt:'Play Animation' MnuTxt:'Play Animation' Icon:[VCRControls,7] 
	202 ID:40130 Desc:'Redraw All Views' Cat:'Views' BtnTxt:'Redraw All &Views' MnuTxt:'Redraw All &Views'
